%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
1,4,v1,v3,0.04,v3,1,2,v4,2,72241,v2,v2,v1,v5,0.3,314,33.6,v2,50,72,0.824,283,3,v3,1,454,2,0.932,676,v2,0.602,657,v2,4045,0.263,v3,v1,v3,v2,3,7288,2,v2,7.29,2,v3,v1,v3,1,v2,2,6.74,0,v5,v1,v3,v1,58421,6641,30,0,37.2,v3,2,v2,18445,v1,v4,6.78,2,5785,0.15,2724,2,92,79.9,1,v4,1,v4,6.43,v1,v2,44.6,3.48,0,437,v1,v1,1,v2,v2,0,5547,v3,v2,v6,v2,v4,class1
1,2,v5,v3,0.26,v2,1,3,v1,2,33438,v3,v1,v5,v6,0.48,776,36.9,v1,42,79.9,0.83,198,0,v4,1,438,1,0.91,751,v1,0.517,606,v1,5745,0.237,v1,v2,v3,v2,1,6147,0,v5,7.48,3,v5,v2,v5,2,v5,2,4.29,1,v1,v4,v2,v1,61205,7055,39,1,61.2,v5,2,v2,17846,v2,v4,6.68,2,6024,0.65,4692,1,75,79.9,3,v1,0,v3,6.35,v2,v2,43.6,7.42,3,666,v4,v1,1,v1,v2,0,5498,v4,v2,v1,v1,v2,class1
0,2,v4,v4,0.47,v2,1,3,v2,1,72012,v2,v2,v3,v2,0.1,675,34.4,v2,54,73.7,0.916,275,3,v4,1,416,4,0.926,696,v1,0.614,654,v6,4007,0.61,v5,v2,v4,v2,2,6263,4,v2,8.28,2,v4,v1,v3,2,v3,2,4.92,1,v4,v3,v3,v2,45796,6548,77.4,0,58.2,v4,2,v1,20056,v5,v4,6.57,2,7333,0.15,3279,1,68,81.8,2,v1,1,v3,4.88,v2,v2,44.4,7.8,1,471,v6,v2,1,v1,v1,1,5080,v3,v3,v6,v2,v2,class2
0,2,v2,v2,0.48,v2,0,1,v3,3,72070,v1,v1,v3,v2,0.33,834,33.6,v2,32,68,0.882,268,4,v3,1,476,4,0.93,879,v2,0.613,655,v2,3980,0.35,v4,v3,v2,v1,0,5761,1,v5,8.62,0,v2,v2,v4,0,v5,3,7.28,1,v2,v4,v3,v1,53433,5648,61.1,0,37.2,v5,0,v1,13169,v5,v1,6.98,3,6200,0.15,7201,1,92,84.5,4,v3,1,v3,3.64,v1,v2,45.6,3.78,3,391,v1,v3,2,v2,v2,0,5061,v3,v3,v6,v2,v3,class1
0,1,v5,v3,0.07,v1,0,1,v3,0,62832,v3,v2,v1,v3,0.51,289,33.3,v1,38,83.6,0.88,232,1,v2,1,336,1,0.938,737,v2,0.463,657,v4,5111,0.18,v4,v2,v3,v2,0,6210,1,v1,7.59,0,v3,v2,v2,1,v3,3,3.91,0,v2,v4,v1,v2,61180,6552,25.5,1,30.6,v4,2,v2,23422,v5,v2,6.61,0,6087,0.44,5892,0,91,79.7,0,v5,1,v4,6.37,v1,v1,61.6,3.44,0,473,v3,v1,2,v1,v1,0,5515,v3,v3,v2,v2,v1,class1
0,1,v6,v1,0.22,v3,0,2,v2,1,48451,v3,v1,v3,v1,0.56,283,33.7,v2,38,68.2,0.806,244,2,v1,0,313,4,0.928,865,v2,0.608,597,v5,4289,0.143,v2,v4,v3,v2,0,7400,3,v5,7.68,0,v3,v3,v5,2,v3,1,6.87,1,v2,v1,v3,v1,41516,6674,50.5,1,38.5,v1,0,v2,23052,v4,v4,6.99,0,6675,0.43,3856,2,91,81.3,4,v5,0,v4,4.26,v1,v2,46.7,4.2,1,440,v3,v2,0,v2,v1,1,5482,v1,v1,v4,v2,v5,class2
1,0,v5,v1,0.48,v1,1,2,v2,3,40008,v2,v1,v4,v4,0.26,827,30.3,v2,61,70.3,0.944,264,3,v1,0,300,2,0.929,808,v1,0.622,599,v2,5002,0.472,v1,v4,v1,v1,0,6900,0,v2,7.72,0,v3,v3,v1,2,v3,2,6.87,1,v5,v2,v1,v2,42920,5817,47.2,1,29.5,v3,2,v2,17972,v2,v1,5.57,0,7039,0.52,3539,0,67,83.9,2,v1,0,v2,5.43,v1,v2,47.6,7.34,2,483,v1,v2,2,v2,v2,1,5809,v1,v2,v1,v2,v5,class3
0,4,v6,v2,0.49,v2,1,1,v1,0,68093,v1,v2,v3,v4,0.25,582,32.2,v2,33,74.4,0.848,247,1,v1,0,280,2,0.936,732,v1,0.443,658,v1,5311,0.577,v5,v4,v5,v1,2,6401,0,v1,7.45,1,v3,v2,v6,0,v1,1,3.91,1,v4,v2,v2,v1,54452,6184,36,0,59.5,v3,2,v1,17772,v3,v4,6.98,3,6905,0.74,7612,0,88,79.6,3,v3,0,v4,5.44,v2,v2,51,3.97,1,473,v1,v2,1,v1,v1,1,5428,v3,v2,v4,v1,v5,class2
0,0,v4,v4,0.24,v1,0,1,v4,1,71918,v1,v1,v4,v1,0.35,484,31.2,v1,50,66.1,0.93,203,3,v1,1,363,4,0.943,556,v2,0.446,649,v5,4058,0.552,v4,v2,v4,v2,1,6140,2,v5,7.71,2,v1,v2,v2,0,v3,1,5.48,0,v3,v2,v3,v1,64910,7141,45.5,0,60.2,v2,2,v2,20256,v4,v4,6.99,2,6579,0.45,2402,2,71,79.1,5,v2,1,v3,6.85,v1,v2,44.3,5.77,2,463,v4,v1,2,v1,v1,1,5583,v2,v2,v4,v1,v2,class1
0,0,v2,v3,0.47,v3,1,2,v3,1,35436,v2,v2,v3,v4,0.22,473,30.3,v2,51,80.1,0.927,212,3,v2,0,449,3,0.913,826,v2,0.644,656,v3,6194,0.218,v2,v3,v1,v2,2,6383,1,v2,7.35,3,v1,v3,v5,1,v1,2,3.94,0,v3,v5,v1,v2,59894,5842,45.6,0,34.8,v1,0,v1,16067,v3,v2,5.57,0,6566,0.48,4605,0,85,79.6,0,v2,1,v4,4.08,v3,v2,49.6,7.33,3,534,v2,v2,1,v1,v1,1,5563,v4,v1,v6,v2,v4,class2
1,3,v6,v1,0.23,v2,0,1,v4,0,71965,v1,v1,v3,v4,0.44,831,33.5,v1,31,72.7,0.92,284,1,v3,1,408,0,0.923,878,v2,0.649,655,v5,6645,0.579,v5,v3,v3,v1,2,5669,3,v5,7.75,1,v3,v3,v1,2,v4,2,3.9,1,v3,v5,v3,v2,53512,5808,45.5,0,31,v5,2,v2,16150,v3,v4,7.23,0,5896,0.32,5760,2,80,79.2,3,v5,1,v4,6.47,v3,v1,45.4,7.47,0,486,v5,v1,2,v2,v2,1,5559,v5,v1,v6,v2,v1,class1
1,1,v1,v1,0.24,v1,1,2,v4,2,48296,v2,v1,v2,v6,0.54,460,34.3,v2,42,83.4,0.937,236,3,v2,0,419,0,0.927,676,v1,0.659,656,v1,4042,0.48,v2,v2,v5,v1,0,6402,3,v5,7.67,1,v1,v1,v5,1,v1,1,6.44,1,v4,v1,v2,v2,54790,6579,41.2,1,60.2,v4,1,v1,21639,v2,v4,5.57,0,6840,0.54,2340,2,62,81.8,3,v2,0,v4,3.62,v3,v2,56.5,7.38,3,441,v2,v2,2,v1,v1,0,5534,v5,v2,v2,v2,v4,class2
1,3,v5,v3,0.25,v1,1,3,v1,2,72072,v3,v1,v2,v2,0.42,389,31.2,v2,40,70.3,0.845,243,3,v2,1,312,4,0.931,693,v2,0.665,648,v4,3987,0.619,v3,v4,v1,v1,3,6171,0,v4,7.51,1,v5,v2,v3,1,v5,2,5.67,1,v2,v4,v1,v2,67970,5989,38.4,0,30,v4,1,v2,20461,v5,v3,6.19,0,6548,0.49,6176,1,78,81.4,2,v1,0,v1,3.64,v2,v2,44.7,3.89,3,484,v5,v3,2,v2,v2,0,5296,v3,v1,v5,v2,v4,class2
1,4,v6,v1,0.22,v3,1,1,v1,3,50594,v2,v2,v3,v6,0.41,382,25.1,v2,50,68.2,0.935,264,0,v2,1,316,0,0.92,633,v2,0.606,659,v5,4006,0.349,v4,v4,v3,v1,3,5489,4,v1,8.45,3,v4,v1,v1,2,v2,1,4.91,1,v4,v2,v2,v2,62877,6089,46.9,0,31.5,v1,0,v2,16071,v5,v4,6.64,1,7366,0.63,2648,1,70,79.5,3,v3,0,v4,5.69,v2,v2,46.3,4.06,0,471,v3,v1,1,v1,v1,0,6014,v3,v3,v3,v1,v3,class3
1,4,v2,v2,0.31,v3,0,2,v1,3,35505,v2,v1,v3,v5,0.27,450,32.6,v1,36,70,0.805,267,3,v4,1,353,0,0.935,839,v1,0.462,655,v6,6138,0.16,v3,v4,v2,v2,2,5922,0,v3,7.41,0,v6,v1,v4,0,v3,1,5.86,0,v5,v1,v2,v1,40442,6428,47.5,1,51.4,v4,2,v1,16072,v5,v2,5.58,2,6107,0.15,7504,1,92,83.7,1,v5,0,v2,6.7,v3,v1,44.8,4.32,3,397,v5,v1,2,v2,v1,0,5616,v2,v2,v4,v1,v1,class2
0,3,v1,v3,0.48,v2,1,3,v3,0,31049,v2,v1,v1,v4,0.46,576,33.2,v1,27,83.6,0.915,218,0,v3,0,310,3,0.909,819,v2,0.513,658,v3,4051,0.519,v5,v4,v3,v2,0,6220,2,v2,7.64,3,v6,v3,v5,0,v5,2,7.23,1,v3,v4,v1,v3,54053,6738,13.8,1,60.6,v5,0,v1,16375,v3,v2,5.58,0,6572,0.41,2848,1,71,79.7,4,v3,0,v1,6.55,v2,v1,45.3,4.33,2,480,v4,v1,1,v1,v2,1,6103,v3,v2,v1,v2,v1,class2
0,3,v2,v3,0.31,v3,0,2,v1,2,89871,v3,v1,v2,v5,0.26,691,30.8,v1,50,70.6,0.872,251,0,v4,0,429,0,0.91,811,v1,0.676,657,v2,5130,0.776,v4,v3,v5,v1,2,6238,2,v1,8.18,0,v5,v1,v5,1,v1,0,4.85,1,v3,v3,v1,v2,56800,5680,81.9,0,60.7,v5,2,v2,20299,v5,v1,6.49,2,7321,0.27,7338,1,85,79.1,5,v3,1,v1,5.06,v2,v1,44.4,3.66,1,444,v2,v2,0,v1,v1,0,5747,v5,v1,v6,v2,v3,class2
0,2,v4,v3,0.05,v1,1,1,v4,2,45890,v1,v2,v1,v3,0.45,419,30.3,v1,31,84,0.932,228,3,v1,0,435,2,0.934,710,v2,0.506,647,v6,4013,0.788,v2,v3,v5,v1,1,6401,4,v4,7.52,0,v1,v3,v6,2,v3,3,5.64,0,v5,v2,v2,v2,72353,6391,48.4,0,44.9,v5,0,v1,13692,v1,v4,5.57,3,5979,0.15,5051,1,73,79.2,5,v4,0,v4,6.5,v3,v1,46.3,4.55,1,496,v4,v2,0,v2,v1,1,5106,v2,v3,v3,v2,v5,class3
1,1,v6,v4,0.08,v1,0,1,v2,1,71943,v3,v2,v1,v1,0.34,450,33.5,v1,57,75,0.889,260,2,v1,1,370,0,0.937,556,v1,0.464,605,v2,6535,0.142,v3,v4,v2,v1,3,6436,0,v2,7.91,0,v1,v3,v3,0,v4,1,5.01,1,v1,v2,v3,v1,54839,5908,51.6,0,36.7,v4,1,v2,19155,v4,v1,6.99,1,6099,0.35,2404,0,85,82.3,1,v4,0,v3,5.56,v1,v1,44.4,3.92,2,517,v5,v2,0,v2,v1,0,5550,v3,v2,v6,v1,v4,class2
1,4,v6,v3,0.48,v2,0,2,v3,0,44145,v1,v1,v3,v5,0.43,370,31.1,v1,56,73.3,0.956,185,3,v2,1,339,3,0.941,552,v2,0.608,606,v4,4015,0.813,v2,v2,v5,v2,3,5708,2,v3,7.97,0,v1,v2,v1,2,v3,1,4.85,1,v5,v3,v1,v3,54475,7041,52.5,1,61.1,v5,2,v1,16879,v4,v3,6.64,1,6939,0.49,6744,0,73,84.2,3,v5,0,v2,6.51,v1,v1,46.3,5.99,1,624,v4,v1,1,v2,v2,0,5709,v1,v1,v3,v1,v3,class3
1,1,v3,v1,0.31,v1,0,2,v3,1,38575,v3,v2,v2,v1,0.38,847,33.6,v2,44,71.3,0.944,220,1,v4,1,396,3,0.943,713,v2,0.658,622,v3,4065,0.923,v5,v2,v1,v1,1,6224,0,v3,8.61,1,v6,v2,v2,2,v3,2,4.21,1,v5,v2,v3,v3,64012,6396,15.9,0,31.2,v4,0,v1,19335,v5,v2,5.57,0,6989,0.31,2896,2,81,79.4,0,v1,1,v4,6.53,v2,v1,45.2,4.53,2,368,v1,v2,2,v1,v1,0,5815,v1,v1,v1,v2,v5,class2
0,4,v5,v3,0.31,v2,0,2,v3,1,39793,v1,v2,v2,v3,0.41,842,37.2,v2,53,83.7,0.946,240,0,v2,1,353,4,0.923,709,v1,0.609,605,v2,5283,0.524,v5,v2,v4,v2,1,6400,0,v1,7.75,0,v4,v3,v1,2,v3,3,4.89,0,v5,v4,v3,v3,47584,6310,31.7,0,57.6,v4,2,v1,20563,v4,v3,6.67,2,6622,0.46,3419,2,69,79.3,1,v3,0,v4,4.31,v2,v1,45.2,3.94,1,668,v3,v3,1,v2,v1,1,5154,v1,v3,v3,v2,v2,class2
1,0,v6,v1,0.35,v3,1,1,v2,2,60740,v2,v2,v3,v1,0.21,868,32.7,v2,44,73.3,0.944,270,4,v3,0,317,2,0.928,844,v1,0.466,604,v2,5004,0.346,v3,v1,v2,v1,3,6292,0,v1,8.65,3,v5,v2,v1,1,v3,0,4.95,0,v1,v1,v2,v2,41647,5701,51.2,1,31,v5,0,v1,19944,v4,v4,6.96,3,6541,0.15,6268,2,70,79.3,1,v1,0,v1,3.8,v3,v1,47.4,4.42,0,474,v4,v1,1,v2,v1,0,5550,v4,v2,v6,v1,v4,class2
1,2,v1,v4,0.05,v1,1,3,v1,1,35520,v2,v2,v3,v1,0.11,882,37.1,v2,30,66.9,0.818,266,0,v4,0,422,4,0.943,879,v1,0.522,656,v2,6196,0.41,v4,v4,v3,v2,2,6244,3,v4,7.64,3,v2,v3,v4,1,v4,0,6.36,0,v1,v4,v3,v3,50056,5882,40.5,1,31.4,v5,2,v2,17574,v2,v3,6.72,3,5907,0.25,2702,0,65,79.5,4,v4,0,v1,3.68,v3,v2,47,4.7,1,425,v4,v1,0,v2,v1,1,5615,v4,v1,v4,v2,v1,class1
1,0,v5,v1,0.27,v3,1,0,v2,2,35288,v1,v1,v4,v4,0.56,897,30.8,v1,46,83.8,0.947,185,4,v4,1,392,2,0.91,835,v1,0.494,658,v6,4063,0.555,v1,v3,v3,v2,1,6394,1,v3,7.39,0,v5,v2,v4,2,v2,1,4.91,1,v4,v5,v1,v3,60819,6737,20.4,1,60.1,v5,0,v2,17892,v1,v1,6.72,1,6976,0.15,3613,0,69,79.3,1,v1,0,v3,5.42,v1,v2,47.6,4.59,1,618,v1,v2,0,v2,v1,1,5583,v1,v1,v1,v1,v5,class2
0,4,v2,v4,0.36,v2,0,2,v4,0,92357,v3,v1,v2,v6,0.19,301,24.7,v1,50,68.6,0.933,265,1,v3,0,438,3,0.936,878,v1,0.579,646,v4,4064,0.452,v1,v1,v1,v2,1,5392,4,v3,7.35,0,v4,v2,v6,2,v5,2,6.91,0,v5,v5,v1,v1,55364,5924,50.6,1,46.8,v4,1,v1,23201,v1,v3,5.57,3,6950,0.49,7123,1,81,79.4,5,v2,1,v4,5.43,v2,v2,45.8,4.59,1,437,v1,v2,0,v2,v1,1,5955,v5,v1,v3,v1,v5,class1
0,1,v4,v2,0.37,v1,0,1,v4,1,45515,v3,v1,v2,v3,0.15,888,29.9,v2,52,74.8,0.864,233,0,v3,1,450,3,0.935,706,v2,0.608,657,v3,5227,0.605,v4,v4,v5,v1,1,6227,1,v5,7.31,0,v5,v1,v4,0,v1,3,4.96,1,v4,v5,v3,v2,52347,5962,28.5,1,48.3,v4,0,v1,17935,v4,v1,7.27,3,6728,0.47,3080,0,68,82.8,2,v3,1,v2,6.63,v2,v2,47.3,4.48,3,441,v6,v3,1,v2,v2,0,5586,v5,v1,v3,v1,v1,class1
0,2,v2,v1,0.39,v1,1,1,v1,1,39508,v2,v1,v3,v4,0.26,389,37.2,v2,33,73.3,0.944,247,2,v2,1,484,4,0.937,776,v2,0.538,618,v5,5328,0.538,v4,v1,v5,v1,1,5596,1,v1,7.36,0,v3,v1,v5,1,v1,2,7.11,1,v1,v4,v2,v1,54512,7019,44.4,1,37.3,v1,1,v1,15921,v3,v3,6.66,2,6850,0.15,5524,2,84,79.3,1,v3,0,v4,3.46,v1,v2,46.9,5.4,2,438,v3,v2,2,v1,v1,1,5277,v4,v2,v1,v2,v3,class2
1,2,v3,v2,0.12,v2,0,1,v4,2,88875,v3,v1,v5,v3,0.42,868,36.4,v1,28,66.6,0.9,226,4,v4,0,430,0,0.937,707,v2,0.467,593,v3,3974,0.525,v1,v2,v4,v1,1,7308,3,v1,8.74,3,v6,v3,v5,2,v2,3,7.3,0,v2,v2,v3,v2,43308,6748,22,1,31.4,v1,1,v2,21790,v5,v2,6.11,2,5781,0.19,3557,0,63,79.7,5,v1,1,v2,3.97,v3,v1,43.8,3.59,1,646,v2,v1,1,v1,v1,1,5413,v4,v3,v4,v2,v3,class1
0,2,v1,v3,0.42,v2,1,1,v3,0,38691,v2,v2,v5,v2,0.25,403,34.6,v2,49,73.2,0.869,280,1,v1,0,485,3,0.914,710,v2,0.451,616,v2,3988,0.141,v3,v1,v3,v1,2,6118,4,v4,7.68,0,v4,v2,v6,0,v4,0,5.36,0,v4,v3,v1,v1,41032,6921,51.5,0,33.3,v5,1,v2,19701,v4,v2,6.89,1,7321,0.44,3141,0,69,83.9,0,v1,1,v3,6.58,v1,v2,48.3,6.74,0,500,v1,v1,1,v2,v2,1,5936,v3,v1,v5,v1,v1,class2
0,1,v6,v3,0.44,v3,1,3,v3,1,37293,v2,v1,v3,v3,0.53,856,33.3,v1,33,75.4,0.92,250,3,v2,1,447,3,0.94,743,v1,0.608,612,v6,5026,0.425,v1,v3,v5,v2,2,6206,3,v3,8.32,0,v3,v2,v2,0,v5,2,5.76,0,v5,v4,v3,v2,50361,6329,41.2,0,32.8,v3,1,v2,21805,v3,v4,6.97,1,5838,0.66,5813,0,73,83.2,0,v1,1,v3,4.09,v1,v2,45.6,7.98,3,906,v5,v1,2,v1,v1,0,6033,v5,v2,v3,v2,v3,class2
0,4,v6,v4,0.23,v2,1,1,v3,1,72174,v1,v1,v2,v4,0.26,475,34.4,v1,62,81.2,0.913,234,3,v3,0,485,3,0.935,791,v2,0.628,605,v4,5297,0.902,v5,v4,v3,v1,1,6232,4,v3,7.59,3,v5,v1,v5,0,v2,0,5.55,1,v4,v2,v2,v3,54558,6289,54.3,0,61.1,v3,0,v1,20246,v3,v1,5.58,1,6974,0.74,3063,1,85,81.1,4,v5,1,v3,3.39,v2,v2,44.3,4.23,0,707,v1,v3,1,v1,v1,1,5538,v5,v3,v1,v2,v1,class2
1,2,v2,v1,0.25,v2,0,1,v4,1,72125,v1,v2,v4,v4,0.43,775,31,v1,29,84.5,0.814,282,0,v4,1,309,2,0.922,845,v1,0.61,657,v5,5136,0.839,v3,v3,v5,v2,3,6231,1,v1,8.47,1,v5,v1,v4,0,v5,0,3.85,0,v2,v1,v3,v1,50278,6126,45.6,0,60.8,v1,1,v2,22536,v4,v4,6.91,0,6911,0.15,3375,2,75,79,1,v1,0,v3,6.09,v3,v1,47.6,3.39,3,468,v4,v1,1,v2,v2,1,5439,v5,v1,v4,v1,v5,class2
0,0,v2,v4,0.33,v2,1,0,v1,3,32215,v3,v1,v3,v2,0.52,485,28.7,v1,37,79.9,0.916,197,0,v3,0,315,4,0.942,547,v1,0.663,658,v5,5970,0.558,v1,v2,v4,v2,1,6353,1,v1,7.7,3,v1,v3,v3,0,v1,3,6.9,1,v3,v5,v1,v1,68844,6874,38.2,1,29,v2,2,v2,17426,v4,v4,7.02,0,6879,0.15,2331,0,66,80.6,1,v2,1,v1,3.99,v3,v1,44.2,3.3,3,433,v5,v1,1,v1,v1,0,5108,v5,v1,v4,v2,v5,class3
0,1,v6,v3,0.44,v2,1,2,v3,3,35359,v3,v2,v3,v6,0.51,816,28.3,v1,42,72.6,0.925,229,4,v2,0,441,2,0.943,814,v1,0.444,593,v4,5256,0.533,v3,v3,v1,v1,1,6230,1,v2,8.85,3,v5,v3,v4,2,v4,1,3.89,1,v2,v2,v2,v2,44110,5956,51.7,1,47.1,v3,0,v2,18589,v1,v2,6.99,0,6784,0.25,2301,0,68,79.7,3,v1,0,v3,5.42,v2,v2,45.4,4.63,2,439,v1,v3,2,v2,v1,1,5217,v3,v3,v4,v1,v5,class1
1,0,v4,v1,0.48,v1,1,3,v3,0,44310,v1,v2,v5,v2,0.46,294,32.5,v2,41,78,0.832,265,1,v1,1,438,1,0.929,733,v2,0.464,638,v3,5218,0.32,v3,v3,v4,v1,1,6202,3,v3,7.38,3,v1,v2,v4,1,v5,1,7.13,1,v3,v4,v2,v2,47074,5649,45.4,0,38.3,v5,0,v2,21080,v2,v2,6.74,2,6167,0.22,3445,1,69,82.7,3,v4,1,v3,4.56,v3,v2,63.6,3.97,1,469,v3,v3,0,v2,v2,1,6060,v5,v3,v5,v2,v4,class1
1,2,v4,v3,0.33,v3,1,0,v1,2,93569,v3,v2,v1,v1,0.22,513,24.4,v2,45,82.6,0.905,205,0,v2,0,283,1,0.93,675,v1,0.637,645,v5,4004,0.309,v1,v2,v1,v2,0,7325,0,v4,7.57,1,v6,v2,v1,1,v4,1,7.23,1,v1,v3,v3,v1,49810,6350,47.5,1,35.9,v4,0,v2,16082,v5,v3,5.57,3,7270,0.73,7970,2,88,79.3,4,v3,0,v1,6.77,v3,v2,45.3,7.54,3,886,v2,v1,0,v1,v1,0,5608,v2,v1,v5,v2,v3,class1
