%%  Note: character.tar contains everything in this directory, as well as
%%        train and test sets.
%%  
%%  1. TITLE: Artificial Character Database
%%  
%%  2. SOURCES: 
%%                     Marco Botta
%%  		   Dipartimento di Informatica
%%  		   Universita` di Torino
%%  		   Corso Svizzera 185
%%                     10149  Torino
%%                     ITALY
%%                     Tel. (+39)(11)7712002
%%                     Fax. (+39)(11)751603
%%                     email: botta@di.unito.it
%%                     July, 1992
%%  
%%  3. PAST USAGE:
%%      (a) M. Botta, A. Giordana, L. Saitta: "Learning Fuzzy Concept Definitions",
%%  	submitted to IEEE-Fuzzy Conference.
%%  
%%  	We made three type of experiments: we run Smart+ by using default
%%  	values for the parameter constants in the fuzzy definitions of the
%%  	predicates, a local optimization algorithm and a genetic algorithm
%%  	to automatically acquire parameter values. The local optimization
%%  	algorithm and the GA are also described in:
%%  
%%  	M. Botta, A. Giordana: "Learning Quantitative Feature in a Symbolic
%%  	Environment", LNAI 542, 1991, pp. 296-305.
%%  
%%  	The results obtained on this data sets are the following:
%%  
%%  	Type of Optimization  Recognition Rate  Error Rate  Ambiguity Rate
%%  	  
%%  	  No OPT		  41.48%	   3.82%	 54.70%
%%  	  Loacl OPT		  98.68%	   0.12%	  1.20%
%%  	  Local+GA OPT		  99.70%	   0.0%		  0.30%
%%  
%%  4. RELEVANT INFORMATION:
%%  
%%        This database has been artificially generated by using a first order
%%        theory which describes the structure of ten capitol letters of the
%%        English alphabet and a random choice theorem prover which accounts
%%        for etherogeneity in the instances. The capitol letters represented
%%        are the following: A, C, D, E, F, G, H, L, P, R.
%%        Each instance is structured and is described by a set of segments (lines)
%%        which resemble the way an automatic program would segment an image.
%%        Each instance is stored in a separate file whose format is the following:
%%                CLASS OBJNUM TYPE XX1 YY1 XX2 YY2 SIZE DIAG
%%        where CLASS is an integer number indicating the class as described below,
%%        OBJNUM is an integer identifier of a segment (starting from 0) in the
%%        instance and the remaining columns represent attribute values.
%%        For further details contact the author.
%%  
%%  5. NUMBER OF INSTANCES:
%%        1000 instance (100 per class) as learning set.
%%        5000 instance (500 per class) as test set.
%%  
%%  6. NUMBER OF ATTRIBUTES:
%%        Each segment in an instance is described by seven attributes, four of
%%        which are the most important, one is superflous, and the other two can be
%%        computed from the important ones, but are present for efficiency reasons.
%%  
%%  7. ATTRIBUTE INFORMATION:
%%  
%%        TYPE: the first attribute describes the type of segment and is always
%%  	    set to the string "line". Its C language type is char.
%%  
%%        XX1,YY1,XX2,YY2: these attributes contain the initial and final coordinates
%%  		   of a segment in a cartesian plane. Their C language type is
%%  		   int.
%%  
%%        SIZE: this is the length of a segment computed by using the geometric
%%  	    distance between two points A(X1,Y1) and B(X2,Y2). Its C language
%%  	    type is float.
%%  
%%        DIAG: this is the length of the diagonal of the smallest rectangle
%%  	    which includes the picture of the character. The value of this
%%  		attribute is the same in each object. Its C language
%%  		type is float.
%%  
%%  8. MISSING ATTRIBUTE VALUES: None
%%  
%%  9. CLASS DISTRIBUTION:
%%          the class value (CLASS) can take ten different values. Each 
%%  	letter belongs to only one of classes.
%%  
%%  
%%          CLASS	NAME  TRAINING  TESTING  TOTAL     
%%  
%%            1	  A 	100	  500	  600
%%            2	  C	100	  500	  600
%%            3	  D	100	  500	  600
%%            4	  E	100	  500	  600
%%            5	  F	100	  500	  600
%%            6	  G	100	  500	  600
%%            7	  H	100	  500	  600
%%            8	  L	100	  500	  600
%%            9	  P	100	  500	  600
%%            10	  R	100	  500	  600
%%            -----------------------------------------------------------
%%            TOTAL        1000      5000    6000

@relation artificial-characters

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10}

@data
4,1,31,19,38,19.31,42.49,4
0,14,0,0,11,17.8,34.93,4
1,0,11,0,22,11,34.93,4
2,0,22,14,32,17.2,34.93,4
0,17,0,9,5,9.43,36.24,4
1,9,5,0,10,10.3,36.24,4
2,0,10,0,21,11,36.24,4
3,0,21,9,26,10.3,36.24,4
4,9,26,17,32,10,36.24,4
0,19,0,5,6,15.23,42.49,4
1,5,6,0,12,7.81,42.49,4
2,0,12,0,25,13,42.49,4
3,0,25,5,31,7.81,42.49,4
4,5,31,19,38,15.65,42.49,4
0,12,0,2,4,10.77,26.83,4
1,2,4,0,8,4.47,26.83,4
2,0,8,0,16,8,26.83,4
3,0,16,2,20,4.47,26.83,4
4,2,20,12,24,10.77,26.83,4
0,22,0,0,8,23.41,32.56,4
1,0,8,0,16,8,32.56,4
2,0,16,22,24,23.41,32.56,4
0,30,0,9,9,22.85,46.86,4
1,9,9,0,18,12.73,46.86,4
2,0,18,9,27,12.73,46.86,4
3,9,27,30,36,22.85,46.86,4
0,16,0,0,12,20,39.4,4
1,0,12,0,24,12,39.4,4
2,0,24,16,36,20,39.4,4
0,15,0,2,4,13.6,28.3,4
1,2,4,0,8,4.47,28.3,4
2,0,8,0,16,8,28.3,4
3,0,16,2,20,4.47,28.3,4
4,2,20,15,24,13.6,28.3,4
0,13,0,3,6,11.66,27.29,4
1,3,6,0,12,6.71,27.29,4
2,0,12,3,18,6.71,27.29,4
3,3,18,13,24,11.66,27.29,4
0,17,0,6,3,11.4,26.25,4
1,6,3,0,6,6.71,26.25,4
2,0,6,0,13,7,26.25,4
3,0,13,6,16,6.71,26.25,4
4,6,16,17,20,11.7,26.25,4
0,14,0,2,7,13.89,31.3,4
1,2,7,0,14,7.28,31.3,4
2,0,14,2,21,7.28,31.3,4
3,2,21,14,28,13.89,31.3,4
0,16,0,4,7,13.89,32.25,4
1,4,7,0,14,8.06,32.25,4
2,0,14,4,21,8.06,32.25,4
3,4,21,16,28,13.89,32.25,4
0,14,0,0,11,17.8,34.93,4
1,0,11,0,22,11,34.93,4
2,0,22,14,32,17.2,34.93,4
0,21,0,14,5,8.6,35,4
1,14,5,0,10,14.87,35,4
2,0,10,0,19,9,35,4
3,0,19,14,24,14.87,35,4
4,14,24,21,28,8.06,35,4
0,12,0,2,6,11.66,26.83,4
1,2,6,0,12,6.32,26.83,4
2,0,12,2,18,6.32,26.83,4
3,2,18,12,24,11.66,26.83,4
0,18,0,2,9,18.36,40.25,4
1,2,9,0,18,9.22,40.25,4
2,0,18,2,27,9.22,40.25,4
3,2,27,18,36,18.36,40.25,4
0,23,0,6,6,18.03,33.24,4
1,6,6,0,12,8.49,33.24,4
2,0,12,6,18,8.49,33.24,4
3,6,18,23,24,18.03,33.24,4
0,27,0,13,8,16.12,41.87,4
1,13,8,0,16,15.26,41.87,4
2,0,16,13,24,15.26,41.87,4
3,13,24,27,32,16.12,41.87,4
0,16,0,0,9,18.36,32.25,4
1,0,9,0,18,9,32.25,4
2,0,18,16,28,18.87,32.25,4
0,16,0,1,8,17,35.78,4
1,1,8,0,16,8.06,35.78,4
2,0,16,1,24,8.06,35.78,4
3,1,24,16,32,17,35.78,4
0,24,0,6,7,19.31,36.88,4
1,6,7,0,14,9.22,36.88,4
2,0,14,6,21,9.22,36.88,4
3,6,21,24,28,19.31,36.88,4
0,19,0,0,11,21.95,37.22,4
1,0,11,0,22,11,37.22,4
2,0,22,19,32,21.47,37.22,4
0,17,0,0,13,21.4,43.46,4
1,0,13,0,26,13,43.46,4
2,0,26,17,40,22.02,43.46,4
0,21,0,3,6,18.97,41.68,4
1,3,6,0,12,6.71,41.68,4
2,0,12,0,24,12,41.68,4
3,0,24,3,30,6.71,41.68,4
4,3,30,21,36,18.97,41.68,4
0,26,0,0,12,28.64,44.41,4
1,0,12,0,24,12,44.41,4
2,0,24,26,36,28.64,44.41,4
0,18,0,9,6,10.82,40.25,4
1,9,6,0,12,10.82,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,9,30,10.82,40.25,4
4,9,30,18,36,10.82,40.25,4
0,21,0,0,13,24.7,43.42,4
1,0,13,0,26,13,43.42,4
2,0,26,21,38,24.19,43.42,4
0,12,0,2,6,11.66,26.83,4
1,2,6,0,12,6.32,26.83,4
2,0,12,2,18,6.32,26.83,4
3,2,18,12,24,11.66,26.83,4
0,34,0,24,6,11.66,50.99,4
1,24,6,0,12,24.74,50.99,4
2,0,12,0,25,13,50.99,4
3,0,25,24,31,24.74,50.99,4
4,24,31,34,38,12.21,50.99,4
0,18,0,2,9,18.36,40.25,4
1,2,9,0,18,9.22,40.25,4
2,0,18,2,27,9.22,40.25,4
3,2,27,18,36,18.36,40.25,4
0,14,0,2,7,13.89,31.3,4
1,2,7,0,14,7.28,31.3,4
2,0,14,2,21,7.28,31.3,4
3,2,21,14,28,13.89,31.3,4
0,30,0,15,5,15.81,43.86,4
1,15,5,0,10,15.81,43.86,4
2,0,10,0,21,11,43.86,4
3,0,21,15,26,15.81,43.86,4
4,15,26,30,32,16.16,43.86,4
0,12,0,0,9,15,30.46,4
1,0,9,0,18,9,30.46,4
2,0,18,12,28,15.62,30.46,4
0,25,0,11,8,16.12,40.61,4
1,11,8,0,16,13.6,40.61,4
2,0,16,11,24,13.6,40.61,4
3,11,24,25,32,16.12,40.61,4
0,12,0,0,9,15,30.46,4
1,0,9,0,18,9,30.46,4
2,0,18,12,28,15.62,30.46,4
0,20,0,5,5,15.81,37.74,4
1,5,5,0,10,7.07,37.74,4
2,0,10,0,21,11,37.74,4
3,0,21,5,26,7.07,37.74,4
4,5,26,20,32,16.16,37.74,4
0,22,0,12,6,11.66,42.19,4
1,12,6,0,12,13.42,42.19,4
2,0,12,0,24,12,42.19,4
3,0,24,12,30,13.42,42.19,4
4,12,30,22,36,11.66,42.19,4
0,14,0,7,5,8.6,31.3,4
1,7,5,0,10,8.6,31.3,4
2,0,10,0,19,9,31.3,4
3,0,19,7,24,8.6,31.3,4
4,7,24,14,28,8.06,31.3,4
0,17,0,2,6,16.16,38.01,4
1,2,6,0,12,6.32,38.01,4
2,0,12,0,23,11,38.01,4
3,0,23,2,29,6.32,38.01,4
4,2,29,17,34,15.81,38.01,4
0,17,0,0,8,18.79,29.41,4
1,0,8,0,16,8,29.41,4
2,0,16,17,24,18.79,29.41,4
0,35,0,13,6,22.8,50.21,4
1,13,6,0,12,14.32,50.21,4
2,0,12,0,24,12,50.21,4
3,0,24,13,30,14.32,50.21,4
4,13,30,35,36,22.8,50.21,4
0,14,0,2,7,13.89,31.3,4
1,2,7,0,14,7.28,31.3,4
2,0,14,2,21,7.28,31.3,4
3,2,21,14,28,13.89,31.3,4
0,18,0,2,6,17.09,40.25,4
1,2,6,0,12,6.32,40.25,4
2,0,12,0,24,12,40.25,4
3,0,24,2,30,6.32,40.25,4
4,2,30,18,36,17.09,40.25,4
0,15,0,2,6,14.32,28.3,4
1,2,6,0,12,6.32,28.3,4
2,0,12,2,18,6.32,28.3,4
3,2,18,15,24,14.32,28.3,4
0,16,0,0,12,20,39.4,4
1,0,12,0,24,12,39.4,4
2,0,24,16,36,20,39.4,4
0,16,0,0,8,17.89,28.84,4
1,0,8,0,16,8,28.84,4
2,0,16,16,24,17.89,28.84,4
0,0,0,0,30,30,33.54,5
1,0,30,14,24,15.23,33.54,5
2,14,24,15,15,9.06,33.54,5
3,15,15,14,8,7.07,33.54,5
4,14,8,0,0,16.12,33.54,5
0,0,0,0,26,26,34.71,5
1,0,26,23,18,24.35,34.71,5
2,23,18,23,9,9,34.71,5
3,23,9,0,0,24.7,34.71,5
0,0,0,0,24,24,27.29,5
1,0,24,10,18,11.66,27.29,5
2,10,18,13,12,6.71,27.29,5
3,13,12,10,6,6.71,27.29,5
4,10,6,0,0,11.66,27.29,5
0,0,0,0,28,28,30.46,5
1,0,28,12,18,15.62,30.46,5
2,12,18,12,9,9,30.46,5
3,12,9,0,0,15,30.46,5
0,0,0,2,33,33.06,37.12,5
1,2,33,17,22,18.6,37.12,5
2,17,22,17,11,11,37.12,5
3,17,11,0,0,20.25,37.12,5
0,0,0,1,21,21.02,23.26,5
1,1,21,9,15,10,23.26,5
2,9,15,10,10,5.1,23.26,5
3,10,10,9,5,5.1,23.26,5
4,9,5,0,0,10.3,23.26,5
0,0,0,1,31,31.02,34.89,5
1,1,31,14,24,14.76,34.89,5
2,14,24,16,16,8.25,34.89,5
3,16,16,14,8,8.25,34.89,5
4,14,8,0,0,16.12,34.89,5
0,0,0,0,37,37,41.15,5
1,0,37,10,30,12.21,41.15,5
2,10,30,18,24,10,41.15,5
3,18,24,18,12,12,41.15,5
4,18,12,10,6,10,41.15,5
5,10,6,0,0,11.66,41.15,5
0,0,0,0,24,24,27.29,5
1,0,24,9,20,9.85,27.29,5
2,9,20,13,16,5.66,27.29,5
3,13,16,13,8,8,27.29,5
4,13,8,9,4,5.66,27.29,5
5,9,4,0,0,9.85,27.29,5
0,0,0,1,34,34.01,41.05,5
1,1,34,22,24,23.26,41.05,5
2,22,24,23,17,7.07,41.05,5
3,23,17,22,8,9.06,41.05,5
4,22,8,0,0,23.41,41.05,5
0,0,0,0,36,36,39.4,5
1,0,36,16,24,20,39.4,5
2,16,24,16,12,12,39.4,5
3,16,12,0,0,20,39.4,5
0,0,0,2,25,25.08,31.4,5
1,2,25,19,16,19.24,31.4,5
2,19,16,19,8,8,31.4,5
3,19,8,0,0,20.62,31.4,5
0,0,0,1,35,35.01,48.1,5
1,1,35,9,30,9.43,48.1,5
2,9,30,33,24,24.74,48.1,5
3,33,24,33,12,12,48.1,5
4,33,12,9,6,24.74,48.1,5
5,9,6,0,0,10.82,48.1,5
0,0,0,2,20,20.1,22.36,5
1,2,20,9,15,8.6,22.36,5
2,9,15,10,10,5.1,22.36,5
3,10,10,9,5,5.1,22.36,5
4,9,5,0,0,10.3,22.36,5
0,0,0,2,32,32.06,35.78,5
1,2,32,14,26,13.42,35.78,5
2,14,26,16,21,5.39,35.78,5
3,16,21,16,10,11,35.78,5
4,16,10,14,5,5.39,35.78,5
5,14,5,0,0,14.87,35.78,5
0,0,0,1,23,23.02,31.14,5
1,1,23,21,16,21.19,31.14,5
2,21,16,21,8,8,31.14,5
3,21,8,0,0,22.47,31.14,5
0,0,0,1,33,33.02,36.67,5
1,1,33,9,26,10.63,36.67,5
2,9,26,16,21,8.6,36.67,5
3,16,21,16,10,11,36.67,5
4,16,10,9,5,8.6,36.67,5
5,9,5,0,0,10.3,36.67,5
0,0,0,0,24,24,32.56,5
1,0,24,10,18,11.66,32.56,5
2,10,18,22,12,13.42,32.56,5
3,22,12,10,6,13.42,32.56,5
4,10,6,0,0,11.66,32.56,5
0,0,0,1,24,24.02,26,5
1,1,24,10,16,12.04,26,5
2,10,16,10,8,8,26,5
3,10,8,0,0,12.81,26,5
0,0,0,2,21,21.1,23.26,5
1,2,21,5,16,5.83,23.26,5
2,5,16,10,13,5.83,23.26,5
3,10,13,10,6,7,23.26,5
4,10,6,5,3,5.83,23.26,5
5,5,3,0,0,5.83,23.26,5
0,0,0,2,35,35.06,39.36,5
1,2,35,16,27,16.12,39.36,5
2,16,27,18,18,9.22,39.36,5
3,18,18,16,9,9.22,39.36,5
4,16,9,0,0,18.36,39.36,5
0,0,0,0,30,30,36.62,5
1,0,30,18,25,18.68,36.62,5
2,18,25,21,20,5.83,36.62,5
3,21,20,21,10,10,36.62,5
4,21,10,18,5,5.83,36.62,5
5,18,5,0,0,18.68,36.62,5
0,0,0,1,26,26.02,32.2,5
1,1,26,14,18,15.26,32.2,5
2,14,18,19,13,7.07,32.2,5
3,19,13,14,6,8.6,32.2,5
4,14,6,0,0,15.23,32.2,5
0,0,0,2,22,22.09,26.63,5
1,2,22,15,14,15.26,26.63,5
2,15,14,15,7,7,26.63,5
3,15,7,0,0,16.55,26.63,5
0,0,0,0,27,27,34.83,5
1,0,27,22,18,23.77,34.83,5
2,22,18,22,9,9,34.83,5
3,22,9,0,0,23.77,34.83,5
0,0,0,2,39,39.05,49.82,5
1,2,39,26,30,25.63,49.82,5
2,26,30,31,20,11.18,49.82,5
3,31,20,26,10,11.18,49.82,5
4,26,10,0,0,27.86,49.82,5
0,0,0,1,23,23.02,28.02,5
1,1,23,6,20,5.83,28.02,5
2,6,20,16,16,10.77,28.02,5
3,16,16,16,8,8,28.02,5
4,16,8,6,4,10.77,28.02,5
5,6,4,0,0,7.21,28.02,5
0,0,0,2,39,39.05,44.29,5
1,2,39,10,34,9.43,44.29,5
2,10,34,21,27,13.04,44.29,5
3,21,27,21,14,13,44.29,5
4,21,14,10,7,13.04,44.29,5
5,10,7,0,0,12.21,44.29,5
0,0,0,1,29,29.02,32.2,5
1,1,29,12,21,13.6,32.2,5
2,12,21,14,14,7.28,32.2,5
3,14,14,12,7,7.28,32.2,5
4,12,7,0,0,13.89,32.2,5
0,0,0,1,39,39.01,43.83,5
1,1,39,17,30,18.36,43.83,5
2,17,30,20,20,10.44,43.83,5
3,20,20,17,10,10.44,43.83,5
4,17,10,0,0,19.72,43.83,5
0,0,0,2,24,24.08,26.83,5
1,2,24,6,20,5.66,26.83,5
2,6,20,12,16,7.21,26.83,5
3,12,16,12,8,8,26.83,5
4,12,8,6,4,7.21,26.83,5
5,6,4,0,0,7.21,26.83,5
0,0,0,0,22,22,24.17,5
1,0,22,10,14,12.81,24.17,5
2,10,14,10,7,7,24.17,5
3,10,7,0,0,12.21,24.17,5
0,0,0,0,39,39,51.74,5
1,0,39,34,26,36.4,51.74,5
2,34,26,34,13,13,51.74,5
3,34,13,0,0,36.4,51.74,5
0,0,0,2,20,20.1,26.25,5
1,2,20,17,14,16.16,26.25,5
2,17,14,17,7,7,26.25,5
3,17,7,0,0,18.38,26.25,5
0,0,0,0,20,20,21.93,5
1,0,20,9,14,10.82,21.93,5
2,9,14,9,7,7,21.93,5
3,9,7,0,0,11.4,21.93,5
0,0,0,0,32,32,35.78,5
1,0,32,14,26,15.23,35.78,5
2,14,26,16,21,5.39,35.78,5
3,16,21,16,10,11,35.78,5
4,16,10,14,5,5.39,35.78,5
5,14,5,0,0,14.87,35.78,5
0,0,0,2,24,24.08,27.78,5
1,2,24,6,20,5.66,27.78,5
2,6,20,14,16,8.94,27.78,5
3,14,16,14,8,8,27.78,5
4,14,8,6,4,8.94,27.78,5
5,6,4,0,0,7.21,27.78,5
0,0,0,1,31,31.02,43.14,5
1,1,31,20,24,20.25,43.14,5
2,20,24,30,16,12.81,43.14,5
3,30,16,20,8,12.81,43.14,5
4,20,8,0,0,21.54,43.14,5
0,0,0,0,25,25,33.3,5
1,0,25,17,18,18.38,33.3,5
2,17,18,22,12,7.81,33.3,5
3,22,12,17,6,7.81,33.3,5
4,17,6,0,0,18.03,33.3,5
0,0,0,1,24,24.02,30.61,5
1,1,24,8,20,8.06,30.61,5
2,8,20,19,16,11.7,30.61,5
3,19,16,19,8,8,30.61,5
4,19,8,8,4,11.7,30.61,5
5,8,4,0,0,8.94,30.61,5
0,0,0,2,27,27.07,36.8,5
1,2,27,12,21,11.66,36.8,5
2,12,21,25,14,14.76,36.8,5
3,25,14,12,7,14.76,36.8,5
4,12,7,0,0,13.89,36.8,5
0,0,0,1,22,22.02,27.2,5
1,1,22,14,19,13.34,27.2,5
2,14,19,16,15,4.47,27.2,5
3,16,15,16,8,7,27.2,5
4,16,8,14,4,4.47,27.2,5
5,14,4,0,0,14.56,27.2,5
0,0,0,2,30,30.07,38.42,5
1,2,30,21,24,19.92,38.42,5
2,21,24,24,15,9.49,38.42,5
3,24,15,21,8,7.62,38.42,5
4,21,8,0,0,22.47,38.42,5
0,0,0,0,30,30,33.54,5
1,0,30,14,24,15.23,33.54,5
2,14,24,15,15,9.06,33.54,5
3,15,15,14,8,7.07,33.54,5
4,14,8,0,0,16.12,33.54,5
0,0,0,0,30,30,33.54,5
1,0,30,14,24,15.23,33.54,5
2,14,24,15,15,9.06,33.54,5
3,15,15,14,8,7.07,33.54,5
4,14,8,0,0,16.12,33.54,5
0,0,0,0,24,24,28.84,5
1,0,24,6,20,7.21,28.84,5
2,6,20,16,16,10.77,28.84,5
3,16,16,16,8,8,28.84,5
4,16,8,6,4,10.77,28.84,5
5,6,4,0,0,7.21,28.84,5
0,0,0,2,39,39.05,43.83,5
1,2,39,17,30,17.49,43.83,5
2,17,30,20,20,10.44,43.83,5
3,20,20,17,10,10.44,43.83,5
4,17,10,0,0,19.72,43.83,5
0,0,0,2,34,34.06,38.01,5
1,2,34,14,24,15.62,38.01,5
2,14,24,17,17,7.62,38.01,5
3,17,17,14,8,9.49,38.01,5
4,14,8,0,0,16.12,38.01,5
0,0,0,1,26,26.02,29.07,5
1,1,26,10,18,12.04,29.07,5
2,10,18,13,13,5.83,29.07,5
3,13,13,10,6,7.62,29.07,5
4,10,6,0,0,11.66,29.07,5
0,0,0,2,25,25.08,33.97,5
1,2,25,13,20,12.08,33.97,5
2,13,20,23,16,10.77,33.97,5
3,23,16,23,8,8,33.97,5
4,23,8,13,4,10.77,33.97,5
5,13,4,0,0,13.6,33.97,5
0,0,0,1,30,30.02,39.7,5
1,1,30,18,24,18.03,39.7,5
2,18,24,26,15,12.04,39.7,5
3,26,15,18,8,10.63,39.7,5
4,18,8,0,0,19.7,39.7,5
0,0,0,0,24,24,33.24,5
1,0,24,23,16,24.35,33.24,5
2,23,16,23,8,8,33.24,5
3,23,8,0,0,24.35,33.24,5
0,0,0,0,20,20,27.59,5
1,0,20,5,16,6.4,27.59,5
2,5,16,19,13,14.32,27.59,5
3,19,13,19,6,7,27.59,5
4,19,6,5,3,14.32,27.59,5
5,5,3,0,0,5.83,27.59,5
0,0,0,1,22,22.02,28.43,5
1,1,22,18,14,18.79,28.43,5
2,18,14,18,7,7,28.43,5
3,18,7,0,0,19.31,28.43,5
0,0,0,1,27,27.02,30.41,5
1,1,27,9,24,8.54,30.41,5
2,9,24,14,19,7.07,30.41,5
3,14,19,14,10,9,30.41,5
4,14,10,9,5,7.07,30.41,5
5,9,5,0,0,10.3,30.41,5
0,0,0,2,34,34.06,38.01,5
1,2,34,14,24,15.62,38.01,5
2,14,24,17,17,7.62,38.01,5
3,17,17,14,8,9.49,38.01,5
4,14,8,0,0,16.12,38.01,5
0,0,0,1,27,27.02,30.41,5
1,1,27,7,24,6.71,30.41,5
2,7,24,14,19,8.6,30.41,5
3,14,19,14,10,9,30.41,5
4,14,10,7,5,8.6,30.41,5
5,7,5,0,0,8.6,30.41,5
0,0,0,0,28,28,30.46,5
1,0,28,12,18,15.62,30.46,5
2,12,18,12,9,9,30.46,5
3,12,9,0,0,15,30.46,5
0,0,0,0,20,20,26.25,5
1,0,20,17,14,18.03,26.25,5
2,17,14,17,7,7,26.25,5
3,17,7,0,0,18.38,26.25,5
0,0,0,1,30,30.02,39.05,5
1,1,30,20,24,19.92,39.05,5
2,20,24,25,15,10.3,39.05,5
3,25,15,20,8,8.6,39.05,5
4,20,8,0,0,21.54,39.05,5
0,0,0,1,35,35.01,46.75,5
1,1,35,16,27,17,46.75,5
2,16,27,31,18,17.49,46.75,5
3,31,18,16,9,17.49,46.75,5
4,16,9,0,0,18.36,46.75,5
0,0,0,0,26,26,36.07,5
1,0,26,11,21,12.08,36.07,5
2,11,21,25,17,14.56,36.07,5
3,25,17,25,8,9,36.07,5
4,25,8,11,4,14.56,36.07,5
5,11,4,0,0,11.7,36.07,5
0,0,0,2,36,36.06,40.25,5
1,2,36,17,30,16.16,40.25,5
2,17,30,18,24,6.08,40.25,5
3,18,24,18,12,12,40.25,5
4,18,12,17,6,6.08,40.25,5
5,17,6,0,0,18.03,40.25,5
0,0,0,1,32,32.02,34.93,5
1,1,32,14,22,16.4,34.93,5
2,14,22,14,11,11,34.93,5
3,14,11,0,0,17.8,34.93,5
0,0,0,1,21,21.02,23.26,5
1,1,21,9,15,10,23.26,5
2,9,15,10,10,5.1,23.26,5
3,10,10,9,5,5.1,23.26,5
4,9,5,0,0,10.3,23.26,5
0,0,0,1,24,24.02,28.3,5
1,1,24,10,18,10.82,28.3,5
2,10,18,15,12,7.81,28.3,5
3,15,12,10,6,7.81,28.3,5
4,10,6,0,0,11.66,28.3,5
0,0,0,1,39,39.01,43.83,5
1,1,39,17,30,18.36,43.83,5
2,17,30,20,20,10.44,43.83,5
3,20,20,17,10,10.44,43.83,5
4,17,10,0,0,19.72,43.83,5
0,0,0,1,36,36.01,50.21,5
1,1,36,25,30,24.74,50.21,5
2,25,30,35,24,11.66,50.21,5
3,35,24,35,12,12,50.21,5
4,35,12,25,6,11.66,50.21,5
5,25,6,0,0,25.71,50.21,5
0,0,0,1,20,20.02,21.93,5
1,1,20,9,14,10,21.93,5
2,9,14,9,7,7,21.93,5
3,9,7,0,0,11.4,21.93,5
0,0,0,0,30,30,37.8,5
1,0,30,23,20,25.08,37.8,5
2,23,20,23,10,10,37.8,5
3,23,10,0,0,25.08,37.8,5
0,0,0,0,21,21,28.32,5
1,0,21,19,14,20.25,28.32,5
2,19,14,19,7,7,28.32,5
3,19,7,0,0,20.25,28.32,5
0,0,0,1,25,25.02,31.4,5
1,1,25,17,18,17.46,31.4,5
2,17,18,19,12,6.32,31.4,5
3,19,12,17,6,6.32,31.4,5
4,17,6,0,0,18.03,31.4,5
0,0,0,0,35,35,38.48,5
1,0,35,16,24,19.42,38.48,5
2,16,24,16,12,12,38.48,5
3,16,12,0,0,20,38.48,5
0,0,0,2,27,27.07,30.89,5
1,2,27,12,21,11.66,30.89,5
2,12,21,15,14,7.62,30.89,5
3,15,14,12,7,7.62,30.89,5
4,12,7,0,0,13.89,30.89,5
0,0,0,0,33,33,36.67,5
1,0,33,11,26,13.04,36.67,5
2,11,26,16,21,7.07,36.67,5
3,16,21,16,10,11,36.67,5
4,16,10,11,5,7.07,36.67,5
5,11,5,0,0,12.08,36.67,5
0,0,0,1,28,28.02,30.46,5
1,1,28,12,18,14.87,30.46,5
2,12,18,12,9,9,30.46,5
3,12,9,0,0,15,30.46,5
0,0,0,0,23,23,25.94,5
1,0,23,6,20,6.71,25.94,5
2,6,20,12,16,7.21,25.94,5
3,12,16,12,8,8,25.94,5
4,12,8,6,4,7.21,25.94,5
5,6,4,0,0,7.21,25.94,5
0,0,0,0,38,38,49.04,5
1,0,38,25,30,26.25,49.04,5
2,25,30,31,19,12.53,49.04,5
3,31,19,25,10,10.82,49.04,5
4,25,10,0,0,26.93,49.04,5
0,0,0,0,24,24,26.83,5
1,0,24,9,20,9.85,26.83,5
2,9,20,12,16,5,26.83,5
3,12,16,12,8,8,26.83,5
4,12,8,9,4,5,26.83,5
5,9,4,0,0,9.85,26.83,5
0,0,0,1,39,39.01,42.54,5
1,1,39,17,26,20.62,42.54,5
2,17,26,17,13,13,42.54,5
3,17,13,0,0,21.4,42.54,5
0,0,0,1,38,38.01,47.8,5
1,1,38,29,26,30.46,47.8,5
2,29,26,29,13,13,47.8,5
3,29,13,0,0,31.78,47.8,5
0,0,0,2,25,25.08,27.31,5
1,2,25,11,16,12.73,27.31,5
2,11,16,11,8,8,27.31,5
3,11,8,0,0,13.6,27.31,5
0,0,0,0,28,28,31.3,5
1,0,28,7,24,8.06,31.3,5
2,7,24,14,19,8.6,31.3,5
3,14,19,14,10,9,31.3,5
4,14,10,7,5,8.6,31.3,5
5,7,5,0,0,8.6,31.3,5
0,0,0,2,20,20.1,25,5
1,2,20,10,15,9.43,25,5
2,10,15,15,10,7.07,25,5
3,15,10,10,5,7.07,25,5
4,10,5,0,0,11.18,25,5
0,0,0,0,24,24,26.83,5
1,0,24,6,20,7.21,26.83,5
2,6,20,12,16,7.21,26.83,5
3,12,16,12,8,8,26.83,5
4,12,8,6,4,7.21,26.83,5
5,6,4,0,0,7.21,26.83,5
0,0,0,2,38,38.05,41.63,5
1,2,38,17,26,19.21,41.63,5
2,17,26,17,13,13,41.63,5
3,17,13,0,0,21.4,41.63,5
0,0,0,0,37,37,40.31,5
1,0,37,16,24,20.62,40.31,5
2,16,24,16,12,12,40.31,5
