@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {1,2,3,4}

@data
1.115,1.807,1.841,3.253,4.248,5,5,1.89,2.568,2.56,1.731,1.719,1.706,1.716,1.739,0.759,1.879,0.489,0.483,0.491,0.627,1.1,1.083,1.097,4
1.118,5,5,3.253,4.248,5,5,1.859,2.567,2.555,1.725,1.716,1.697,1.705,1.733,0.752,0.513,0.488,0.482,0.489,0.632,1.104,1.09,1.115,4
1.129,5,5,5,4.248,5,5,1.855,2.569,2.551,1.719,1.697,1.69,1.7,1.731,0.75,0.514,0.488,0.481,0.488,0.635,1.111,1.096,1.139,4
1.134,1.998,5,5,4.251,5,5,1.853,2.566,1.771,1.71,1.691,1.684,1.692,1.726,0.752,0.528,0.487,0.48,0.487,0.642,1.117,1.102,1.145,4
1.787,1.857,5,5,4.255,5,5,1.852,2.562,1.762,1.704,1.685,1.677,1.717,1.812,0.748,3.123,0.488,0.48,0.487,0.653,1.124,1.108,1.147,4
1.794,1.86,5,5,4.259,5,5,1.848,2.588,1.76,1.701,1.678,1.67,1.811,1.47,0.75,3.122,0.488,0.48,0.489,0.519,1.13,1.114,1.153,4
1.801,2.006,5,5,4.262,5,5,1.846,2.584,1.754,1.695,1.672,1.663,1.678,1.8,1.81,1.76,0.488,0.48,0.489,0.508,1.14,1.121,1.152,4
1.162,2.013,5,5,4.266,5,5,1.844,3.107,1.751,1.688,1.665,1.656,1.664,1.453,1.802,1.734,0.489,0.481,0.489,0.508,0.538,1.128,1.139,4
1.165,2.021,5,5,4.271,5,5,1.842,3.096,2.521,1.68,1.66,1.648,1.653,1.449,1.801,1.729,0.49,0.481,0.493,0.511,0.544,1.136,1.14,4
1.166,2.032,5,5,4.278,4.281,5,1.84,2.55,2.517,1.673,1.652,1.64,1.644,1.435,1.701,0.54,0.491,0.482,0.493,0.505,0.534,1.144,1.148,4
1.171,2.041,5,5,4.283,4.286,5,1.837,3.086,2.508,1.668,1.644,1.631,1.632,1.428,1.694,0.532,0.492,0.483,0.493,0.505,0.534,1.153,1.156,4
1.182,2.057,5,5,4.294,4.29,5,1.834,2.53,2.503,1.659,1.637,1.622,1.622,1.417,1.771,0.72,0.494,0.485,0.494,0.506,0.531,1.165,1.165,4
1.191,2.063,5,5,4.292,4.289,5,1.832,2.52,2.496,1.656,1.626,1.612,1.612,1.415,1.759,0.705,0.496,0.486,0.491,0.519,0.531,0.582,1.174,4
1.197,2.069,5,5,4.298,4.293,5,1.829,2.513,2.488,2.496,1.616,1.602,1.602,1.417,1.655,0.696,0.498,0.488,0.489,0.507,0.532,1.185,1.184,4
1.206,2.078,5,5,4.312,4.301,5,1.822,2.508,2.48,2.491,1.603,1.592,1.592,1.612,1.644,0.691,0.503,0.49,0.491,0.515,0.533,0.584,1.193,4
1.216,2.085,5,5,4.32,4.309,5,1.819,1.973,2.472,2.479,1.593,1.582,1.581,1.601,1.627,0.686,0.505,0.492,0.492,0.51,0.534,1.205,1.203,4
1.222,1.263,1.283,5,5,5,5,1.816,5,2.464,2.471,1.583,1.572,1.571,1.588,1.616,0.537,0.508,0.494,0.494,0.518,0.719,1.215,1.213,4
1.231,1.259,1.285,5,5,5,5,1.813,2.483,2.456,2.463,1.573,1.562,1.56,1.58,1.715,0.542,0.51,0.496,0.496,0.52,0.731,1.228,1.219,1
1.241,1.268,1.294,5,5,4.319,5,1.809,2.469,2.448,2.455,1.567,1.555,1.55,1.566,1.592,0.542,0.513,0.501,0.497,0.521,0.745,1.238,1.229,1
1.251,1.275,1.306,5,5,4.321,5,1.806,2.458,2.44,2.446,1.557,1.545,1.54,1.556,1.578,0.545,0.518,0.504,0.499,0.512,2.24,1.248,1.239,1
1.261,1.281,1.312,5,5,4.327,5,1.802,2.45,2.431,2.434,1.547,1.535,1.529,1.545,1.566,0.548,0.521,0.506,0.502,0.514,5,1.261,1.25,1
1.272,1.292,1.326,5,5,4.333,5,1.798,1.824,2.421,2.425,1.536,1.523,1.518,1.533,1.554,0.551,0.585,0.509,0.504,0.517,4.338,1.273,1.261,1
1.285,1.304,5,5,5,4.339,5,1.794,1.82,2.41,2.413,1.527,1.51,1.505,1.519,1.544,0.555,0.588,0.54,0.507,0.52,4.34,1.282,1.274,1
1.295,1.318,5,5,5,4.346,5,1.788,1.801,2.398,2.401,1.548,1.496,1.491,1.502,1.53,0.56,0.589,0.541,0.511,0.523,4.347,1.3,1.288,1
1.311,1.333,5,5,3.388,4.353,5,1.782,1.796,2.384,2.388,1.514,1.481,1.476,1.488,1.512,0.564,0.55,0.526,0.515,0.528,4.358,1.315,1.303,1
1.327,1.353,5,3.442,5,4.362,5,1.776,1.786,2.372,1.829,1.483,1.466,1.46,1.472,1.493,0.569,1.556,0.528,0.52,0.532,4.366,0.609,1.319,1
1.344,1.37,1.413,5,5,4.371,1.803,1.767,1.779,2.355,1.822,1.466,1.455,1.443,1.455,1.291,0.575,0.557,0.533,0.524,0.537,4.375,1.356,1.337,1
1.362,1.394,1.417,3.461,5,4.38,1.783,1.76,1.77,1.791,1.816,1.449,1.645,1.426,1.437,1.276,0.583,0.556,0.538,0.53,0.542,4.384,0.618,1.355,1
1.38,1.405,1.429,3.466,5,4.389,1.776,1.753,1.763,2.324,1.809,1.431,1.456,1.408,1.419,1.44,0.59,0.559,0.543,0.535,0.544,4.397,0.61,1.373,1
1.398,1.42,1.447,3.491,5,4.399,1.768,1.746,1.756,2.308,2.312,1.416,1.416,1.39,1.402,1.307,0.596,0.564,0.549,0.541,0.549,4.403,5,1.391,1
1.417,1.439,1.466,5,5,4.408,1.752,1.739,1.749,2.292,2.295,1.408,1.381,1.372,1.383,1.238,1.428,0.567,0.554,0.546,0.555,4.413,0.62,1.411,1
1.436,1.458,1.485,5,5,4.418,1.744,1.732,1.743,2.275,1.792,5,1.363,1.354,1.365,1.229,1.41,0.573,0.561,0.553,0.564,4.422,0.64,1.429,1
1.455,1.477,1.504,5,5,4.431,1.735,1.725,1.736,2.259,1.782,5,1.345,1.336,1.347,1.215,1.395,0.579,0.567,0.558,0.567,4.435,0.646,1.448,1
1.474,1.495,1.522,5,5,4.441,1.728,1.718,1.729,1.751,1.772,5,1.327,1.318,1.329,1.349,1.377,0.588,0.57,0.564,0.573,4.445,0.649,1.467,1
1.492,1.514,1.544,5,5,4.451,1.721,1.711,1.722,1.745,1.769,5,1.309,1.3,1.311,1.332,1.36,0.591,0.576,0.57,0.582,4.465,0.641,1.485,1
1.511,1.533,1.56,5,5,4.464,1.714,1.704,1.715,1.734,2.215,1.589,1.291,1.282,1.293,1.313,1.338,0.6,0.582,0.576,0.585,4.468,0.65,1.505,1
1.531,1.552,1.583,5,5,4.474,1.709,1.697,1.708,2.195,1.754,5,1.275,1.264,1.275,1.295,1.32,0.604,0.591,0.583,0.591,4.478,0.999,1.527,1
1.551,1.569,1.6,5,5,4.485,1.702,1.69,1.701,2.178,2.182,5,5,1.245,1.256,1.273,1.301,0.61,0.594,0.589,0.598,4.492,1.017,1.547,1
1.571,1.589,1.626,5,5,5,1.692,1.683,1.694,2.161,2.165,5,5,1.225,1.237,1.257,1.288,0.616,0.601,0.595,0.604,5,1.035,1.564,1
1.591,1.609,1.639,5,5,5,1.685,1.676,1.687,1.718,1.73,5,5,1.206,1.218,1.241,1.622,0.622,0.61,0.601,0.61,5,1.054,1.584,1
1.611,1.63,1.663,5,5,5,1.678,1.669,1.679,1.698,1.726,5,1.884,1.186,1.197,1.218,1.246,0.629,0.616,0.608,0.616,5,1.074,1.605,1
1.632,1.65,1.683,5,5,1.769,1.671,1.662,1.673,1.704,1.722,5,5,1.167,1.178,1.202,1.23,0.638,0.623,0.614,0.623,5,1.096,1.628,1
1.655,1.67,1.7,5,5,5,1.664,1.655,1.666,1.688,1.718,1.176,5,1.147,1.159,1.18,1.208,0.641,0.629,0.621,0.629,5,1.115,1.648,1
1.675,1.69,1.717,5,5,5,1.657,1.647,1.658,1.68,1.704,1.153,2.134,1.131,1.14,1.16,1.188,0.65,0.632,0.627,0.635,5,0.71,1.669,1
1.695,1.711,1.737,5,5,5,1.65,1.64,1.651,2.059,2.067,1.134,1.145,1.111,1.123,1.141,1.385,0.66,0.642,0.633,0.642,5,0.709,1.689,1
1.722,1.734,1.761,5,5,5,1.642,1.633,1.643,2.04,1.692,1.115,1.103,1.091,1.104,1.121,1.369,1.376,0.645,0.64,0.648,5,0.712,1.709,1
1.739,1.755,1.781,5,5,5,1.635,1.626,1.636,1.658,1.685,1.105,1.077,1.072,1.09,1.101,1.133,0.674,0.654,0.646,0.655,5,0.716,1.73,1
1.762,1.775,1.797,5,5,5,1.628,1.618,1.629,1.66,1.671,5,1.058,1.052,1.796,1.082,0.713,0.681,0.665,0.653,0.661,5,0.726,1.75,1
1.782,1.804,1.818,5,5,5,1.62,1.611,1.621,1.653,1.673,1.06,1.039,1.03,1.569,1.062,0.717,2.767,0.669,0.659,0.668,5,0.732,1.77,1
1.806,1.821,1.841,5,5,5,1.613,1.604,1.614,1.645,1.662,1.038,1.02,1.011,1.563,1.043,0.723,0.69,0.675,0.663,0.68,5,0.738,1.791,1
1.832,1.851,1.857,5,5,1.637,1.606,1.596,1.607,1.638,1.655,1.022,1.001,0.991,1.008,1.264,0.731,0.697,0.681,0.67,0.684,5,0.741,1.811,1
1.843,1.868,1.881,5,5,1.624,1.599,1.589,1.599,1.631,1.647,1.002,0.981,0.972,0.986,1.252,0.738,0.705,0.685,0.682,0.691,5,0.744,1.831,1
2.55,1.895,1.902,5,5,1.618,1.591,1.581,1.591,1.623,1.634,0.982,0.962,0.952,0.966,1.244,0.745,0.712,0.695,0.686,0.698,5,1.323,1.851,1
2.577,2.722,1.925,5,5,1.612,1.583,1.571,1.584,1.616,1.415,0.961,0.942,0.933,0.944,1.239,0.752,0.719,0.699,0.693,0.703,5,5,1.875,1
2.587,2.741,1.948,5,5,1.608,1.576,1.559,1.577,1.608,1.628,0.942,0.923,0.914,0.925,1.274,0.759,0.725,0.706,0.7,0.707,5,4.687,1.895,1
2.603,2.759,1.968,5,5,1.593,1.568,1.551,1.566,1.607,1.898,0.923,0.905,0.895,0.906,1.245,0.766,0.733,0.714,0.707,0.715,5,5,1.912,2
2.64,2.778,5,5,1.623,1.596,1.56,1.542,1.558,1.859,1.882,0.904,0.886,0.876,0.887,0.913,0.773,0.74,0.72,0.714,0.721,5,1.411,1.932,2
2.661,2.797,5,5,1.615,1.572,1.556,1.534,1.55,1.843,1.584,0.885,0.867,0.857,0.868,0.888,0.78,0.746,0.727,0.721,0.728,5,0.78,1.955,2
2.678,2.816,5,5,1.604,1.571,1.546,1.525,1.538,1.563,1.574,0.866,0.848,0.838,0.849,0.869,1.208,0.754,0.734,0.728,0.736,5,0.791,1.976,2
2.701,2.836,5,5,1.6,1.57,1.535,1.514,1.527,1.555,1.566,0.846,0.828,0.819,0.829,0.849,0.797,0.76,0.742,0.735,0.743,5,0.798,1.996,2
0.865,2.854,5,5,1.597,1.551,1.527,1.507,1.517,1.545,1.562,0.829,0.81,0.801,0.811,0.828,0.804,0.767,0.748,0.742,0.749,5,0.804,2.016,2
2.733,2.87,5,5,1.586,1.545,1.522,1.502,1.512,1.542,1.559,0.814,0.792,0.785,0.795,0.815,0.81,0.773,0.754,0.747,0.754,5,0.812,2.032,2
2.745,2.878,5,5,1.581,1.546,1.532,1.5,1.513,1.559,1.562,0.807,0.787,0.776,0.785,0.805,0.835,0.776,0.756,0.748,0.754,5,5,2.047,2
0.869,2.877,5,5,1.588,1.552,1.534,1.502,1.527,1.538,1.793,0.809,0.788,0.777,0.786,0.804,0.834,0.775,0.758,0.746,0.752,5,0.807,0.842,2
0.865,2.78,5,5,1.594,1.552,1.537,1.505,1.541,1.561,1.796,0.813,0.792,0.78,0.792,0.804,1.138,0.774,0.756,0.744,0.75,5,5,0.839,2
2.043,2.877,5,5,1.592,1.553,1.535,1.506,1.542,1.562,1.796,0.813,0.792,0.78,0.792,0.804,1.138,0.773,0.755,0.744,0.749,5,5,0.844,2
2.037,2.78,5,5,1.595,1.553,1.535,1.506,1.541,1.565,1.792,0.813,0.792,0.78,0.792,0.804,1.135,0.774,0.756,0.744,0.75,5,5,0.844,2
0.857,2.769,5,5,1.6,1.557,1.539,1.509,1.541,1.562,1.792,0.813,0.792,0.779,0.83,0.834,1.134,0.774,0.756,0.744,0.749,5,5,0.834,2
0.856,2.784,5,5,1.6,1.555,1.54,1.509,1.561,1.562,1.557,0.813,0.791,0.779,0.801,0.858,0.826,0.778,0.756,0.744,0.749,5,5,0.833,2
0.855,2.73,5,5,1.598,1.556,1.54,1.51,1.562,1.561,1.557,0.813,0.791,0.779,0.798,0.805,1.134,0.777,0.756,0.743,0.751,5,5,0.832,2
0.85,2.774,2.901,5,5,1.56,1.547,1.51,1.565,1.537,1.557,0.813,0.792,0.779,0.791,0.804,0.824,0.781,0.755,0.743,0.751,5,5,0.83,2
0.849,2.778,2.9,5,5,1.561,1.548,1.511,1.523,1.534,1.553,0.813,0.794,0.778,0.79,0.803,1.133,0.778,0.756,0.743,0.751,5,5,0.829,2
0.848,2.771,2.903,5,1.605,1.565,1.556,1.511,1.513,1.528,1.788,0.813,0.795,0.778,0.783,0.802,0.825,0.782,0.759,0.743,0.753,0.803,5,1.48,2
0.847,2.771,2.894,5,5,1.569,1.556,1.512,1.516,1.528,1.789,0.816,0.794,0.778,0.783,0.802,0.815,0.785,0.759,0.743,0.768,0.802,0.834,1.48,2
0.846,2.778,2.891,5,5,1.569,1.557,1.512,1.516,1.528,1.789,0.817,0.794,0.778,0.782,0.798,1.134,0.795,0.759,0.742,0.767,0.773,5,1.48,2
0.843,2.73,2.888,5,5,1.575,5,1.513,1.514,1.528,1.789,0.821,0.798,0.778,0.782,0.797,0.816,0.795,0.762,0.742,0.746,0.768,5,1.48,2
0.842,2.723,2.885,5,5,5,5,1.515,1.515,1.525,1.787,1.802,0.802,0.781,0.78,0.795,0.848,1.174,0.762,0.741,0.745,0.763,5,1.48,2
0.842,2.724,2.886,5,5,5,1.557,1.516,1.515,1.525,1.787,1.802,0.83,0.78,0.779,0.789,0.838,1.172,0.772,0.744,0.74,0.758,5,0.811,2
2.035,2.763,2.886,5,5,1.606,1.557,1.528,1.514,1.525,1.566,1.799,0.827,0.787,0.774,0.787,0.843,1.224,1.19,0.743,0.738,0.751,0.78,0.804,2
2.035,2.749,2.885,5,5,5,5,1.541,1.515,1.525,1.558,1.58,5,0.879,0.773,0.785,0.803,1.167,1.185,0.748,0.736,0.749,0.773,0.8,2
1.488,2.75,2.883,2.91,5,5,1.56,1.528,1.516,1.526,1.552,1.57,5,0.78,0.772,0.78,0.803,1.161,0.761,0.743,0.734,0.742,0.766,0.795,2
1.484,2.771,2.884,5,5,1.632,1.564,1.528,1.519,1.528,1.549,1.576,0.803,0.78,0.771,0.778,0.801,1.125,0.764,0.738,0.732,0.739,0.762,0.791,2
0.823,2.758,2.886,5,5,1.627,1.568,1.531,1.52,1.536,1.555,1.823,0.807,0.78,0.77,0.776,0.798,0.796,0.764,0.737,0.73,0.737,0.759,0.784,2
0.825,2.045,2.825,2.902,5,1.631,1.571,1.54,1.525,1.531,1.552,0.86,1.606,0.779,0.769,0.774,0.792,1.117,0.764,0.737,0.729,0.735,0.756,0.783,2
1.476,2.042,2.783,2.9,5,1.638,5,1.549,1.527,1.525,1.558,1.797,0.821,0.78,0.768,0.776,0.789,0.801,0.765,0.739,0.728,0.736,0.774,5,2
0.797,0.86,2.728,2.895,5,5,5,1.55,1.53,1.526,1.578,0.864,1.815,0.783,0.767,0.772,0.796,1.113,0.765,0.739,0.727,0.735,0.754,5,2
0.802,0.858,2.735,2.893,5,5,1.581,1.565,1.531,1.526,1.549,0.862,1.612,0.787,0.766,0.767,0.787,0.8,0.779,0.743,0.726,0.727,0.744,5,2
0.785,2.042,2.753,2.894,5,5,1.585,1.579,1.536,1.527,1.543,1.795,1.814,0.817,0.766,0.765,0.777,0.813,1.157,0.749,0.725,0.725,0.738,0.771,2
0.78,2.042,2.754,2.894,5,5,5,5,1.541,1.529,1.54,1.565,1.609,5,0.771,0.763,0.771,1.151,1.158,1.167,0.727,0.722,0.735,0.763,2
0.775,2.043,2.758,2.895,5,5,5,1.574,1.559,1.531,1.541,1.564,1.813,5,0.875,0.761,0.768,0.793,1.143,0.746,0.728,0.72,0.728,0.756,2
0.774,5,2.757,2.897,5,5,1.604,1.57,1.546,1.532,1.542,1.56,0.818,1.83,0.875,0.759,0.769,0.789,1.109,1.179,0.723,0.718,0.725,0.748,2
0.767,0.816,2.758,2.898,5,1.644,1.626,1.578,1.551,1.534,1.552,1.561,1.596,5,0.768,0.758,0.767,0.784,1.104,0.923,0.723,0.716,0.723,0.746,2
0.761,0.82,2.05,2.9,5,5,5,1.578,1.554,1.536,1.568,1.57,1.807,5,0.767,0.757,0.768,0.783,1.101,0.92,0.722,0.715,0.72,0.742,2
5,0.802,2.046,2.741,2.921,5,5,1.595,1.574,1.541,1.543,1.561,1.594,5,0.767,0.755,0.764,0.784,1.099,0.856,0.722,0.714,0.722,0.739,2
0.753,0.804,2.046,2.749,2.922,5,3.787,5,1.577,1.543,1.543,1.8,1.595,5,0.77,0.754,0.755,0.81,1.1,0.841,0.725,0.713,0.718,0.764,2
0.75,0.8,2.044,2.741,2.911,5,5,5,5,1.544,1.544,1.561,1.594,1.82,0.773,0.753,0.752,0.769,1.133,0.773,0.725,0.712,0.713,0.754,2
0.767,0.791,2.044,2.742,2.912,5,5,5,5,1.556,1.544,1.557,1.589,1.819,0.786,0.758,0.75,0.763,0.802,0.824,0.733,0.715,0.711,0.727,2
0.753,0.776,2.049,2.748,2.913,5,5,5,5,1.557,1.542,1.554,1.578,1.608,0.797,0.771,0.747,0.756,1.137,1.129,0.729,0.724,0.709,0.721,2
0.743,0.769,2.05,2.764,2.912,2.935,5,1.606,5,1.554,1.543,1.553,1.574,1.811,1.833,0.753,0.744,0.753,0.784,0.769,0.73,0.715,0.707,0.715,1
0.736,0.765,1.49,2.77,2.913,2.929,5,1.603,1.586,1.553,1.544,1.553,1.588,1.812,1.834,0.749,0.742,0.749,0.776,0.768,0.731,0.715,0.706,0.713,1
0.731,0.762,0.796,2.773,2.916,5,5,1.607,5,1.556,1.544,1.554,1.606,1.811,0.78,0.747,0.74,0.746,0.772,1.08,0.731,0.716,0.705,0.712,2
0.733,0.757,0.803,2.064,2.918,5,5,1.615,5,1.556,1.544,1.553,1.602,1.831,1.829,0.749,0.737,0.743,0.769,1.078,0.733,0.717,0.705,0.711,1
0.731,0.761,1.488,2.062,2.922,5,5,1.611,5,1.557,1.543,1.557,1.599,1.816,1.823,0.748,0.736,0.745,0.764,0.785,0.736,0.719,0.707,0.716,1
0.736,0.763,1.493,2.064,2.923,5,5,1.609,5,1.556,1.541,1.556,1.793,1.832,1.827,0.748,0.736,0.741,0.767,1.079,0.737,0.72,0.709,0.718,1
0.734,0.764,1.494,2.065,2.923,5,5,1.608,5,1.555,1.54,1.551,1.597,1.867,1.823,0.747,0.735,0.741,0.766,1.08,0.739,0.722,0.71,0.719,1
0.738,0.765,1.491,2.065,2.923,5,5,1.608,5,1.554,1.539,1.553,1.595,1.859,1.822,0.747,0.735,0.741,0.763,1.08,0.739,0.722,0.711,0.719,1
0.736,0.766,1.495,2.063,2.921,5,5,1.61,5,1.552,1.538,1.552,1.594,1.795,1.821,0.746,0.735,0.74,0.762,0.789,0.74,0.723,0.712,0.721,1
0.739,0.77,1.495,2.066,2.864,5,5,1.606,5,1.549,1.534,1.552,1.786,1.587,1.821,0.745,0.733,0.739,0.764,1.082,0.744,0.727,0.716,0.724,1
0.749,0.772,1.504,2.074,2.925,5,5,1.599,5,1.542,1.527,1.541,1.779,1.825,1.81,0.743,0.731,0.737,0.758,1.087,0.75,0.733,0.722,0.731,1
0.755,0.786,1.512,2.078,2.823,5,5,1.592,5,1.532,1.518,1.532,1.769,1.784,1.8,0.739,0.727,0.733,0.752,1.091,0.76,0.743,0.732,0.74,1
0.77,0.794,1.522,2.093,2.933,5,5,1.578,5,1.521,1.506,1.53,1.563,1.775,1.785,0.735,0.723,0.729,0.751,1.096,0.771,0.754,0.743,0.752,1
0.783,0.81,1.534,2.1,2.938,5,5,1.571,5,1.507,1.492,1.511,1.56,1.761,1.77,0.729,0.718,0.724,2.198,0.774,0.785,0.768,0.756,0.765,1
0.795,0.827,1.547,2.111,2.946,5,5,1.556,5,1.493,1.478,1.493,1.728,1.74,1.758,0.724,0.712,0.718,0.74,0.762,0.799,0.783,0.771,0.78,1
0.816,0.836,1.558,2.124,2.952,5,5,1.544,5,1.474,1.463,1.48,1.711,1.719,1.738,0.718,0.706,0.712,0.737,0.756,0.818,0.798,0.787,0.795,1
0.829,0.858,1.573,2.137,2.959,5,5,5,5,1.459,1.446,1.465,1.694,1.702,1.724,0.712,0.7,0.709,0.727,0.749,0.832,0.814,0.803,0.838,1
0.848,0.871,1.588,2.147,2.966,5,5,5,5,1.442,1.43,1.438,1.68,1.681,1.706,0.707,0.694,0.702,0.72,0.745,0.848,0.834,0.82,0.831,1
0.863,0.892,1.607,2.158,2.88,5,5,5,5,1.424,1.415,1.42,1.658,1.663,1.69,0.7,0.687,0.696,0.711,0.739,0.863,0.849,0.837,0.879,1
0.887,0.91,1.62,2.172,2.193,3.029,5,5,5,1.409,1.397,1.408,1.643,1.643,5,0.693,0.681,0.692,0.708,1.196,0.885,0.868,0.856,0.867,1
0.917,5,1.64,2.186,2.21,5,5,5,5,1.39,1.375,1.386,1.623,1.624,1.649,0.687,0.674,0.686,0.701,0.725,0.904,0.886,0.874,0.899,1
0.918,5,1.657,2.2,2.224,5,5,5,5,1.372,1.356,1.374,1.604,1.605,1.626,0.68,0.668,0.676,0.694,0.716,0.925,0.905,0.893,0.991,1
0.955,5,1.676,2.215,2.235,3.04,5,5,5,1.353,1.337,1.349,1.585,1.585,1.613,0.675,0.662,0.67,0.689,0.712,0.941,0.924,0.912,0.962,1
0.974,1.007,1.693,2.229,2.25,3.052,5,1.415,5,1.337,1.322,1.333,1.566,1.566,5,0.668,0.655,0.667,0.682,0.706,0.96,0.942,0.93,0.988,1
0.993,1.025,1.71,2.243,3.011,3.073,5,1.366,5,1.319,1.3,1.308,1.547,1.55,1.571,0.661,0.649,0.657,0.675,0.7,0.979,0.961,0.949,1.022,1
1.008,5,1.726,2.257,3.021,3.074,5,1.344,5,1.296,1.281,1.32,1.527,1.531,1.555,0.655,0.643,0.651,0.672,0.691,1,0.979,0.968,1.069,1
1.03,5,1.747,2.272,2.961,3.067,5,1.324,5,1.277,1.265,1.274,1.318,1.511,5,0.649,0.636,0.644,0.663,0.687,1.016,1.002,0.987,1.088,1
5,5,1.77,2.287,3.035,3.066,5,1.305,5,1.261,1.246,1.254,1.298,1.491,5,0.642,0.63,0.638,0.653,0.68,1.035,1.018,1.006,1.041,1
1.069,2.318,1.788,2.302,3.043,3.078,5,1.286,5,1.241,1.226,1.237,1.468,1.471,5,0.636,0.623,0.632,0.647,0.674,1.058,1.038,1.025,1.064,1
1.092,2.332,2.316,2.317,3.053,3.126,5,1.27,5,1.222,1.206,1.234,1.448,1.451,5,0.629,0.616,0.625,0.64,0.667,1.077,1.06,1.045,1.109,1
1.111,1.14,2.331,2.331,3.058,5,5,1.253,5,1.199,1.184,1.223,1.429,1.428,5,0.622,0.61,0.619,0.636,0.658,1.095,1.079,1.064,1.128,1
1.128,2.36,2.346,2.347,3.066,5,5,1.237,5,1.18,1.164,1.176,1.408,1.411,5,0.616,0.603,0.611,0.626,0.654,1.116,1.099,1.084,1.163,1
1.144,2.375,2.361,2.362,3.075,5,5,5,5,1.16,1.144,1.153,1.388,1.391,1.411,0.609,0.596,0.604,0.62,0.644,1.135,1.119,1.103,1.142,1
1.214,2.392,2.377,2.378,3.09,5,5,1.194,5,1.14,1.124,1.129,1.368,1.373,5,0.602,0.589,0.598,0.612,0.637,1.155,1.138,1.123,1.142,1
1.19,1.498,2.393,2.393,3.098,5,5,1.171,5,1.12,1.108,1.12,1.347,1.35,5,0.595,0.582,0.59,0.606,0.63,1.175,1.158,1.143,1.165,1
3.109,1.506,2.408,2.409,3.11,5,5,1.151,5,1.1,1.085,1.111,1.328,1.333,5,0.588,0.575,0.584,0.599,0.623,1.194,1.177,1.162,1.194,1
1.272,1.518,2.423,2.423,3.115,3.176,5,1.132,5,1.081,1.066,1.071,1.308,1.311,2.057,0.582,0.569,0.58,0.592,0.616,1.213,1.196,1.181,1.206,1
2.647,1.276,2.437,2.438,3.121,5,5,1.114,5,1.063,1.048,1.052,1.289,1.292,2.053,0.575,0.562,0.577,0.588,0.61,1.231,1.215,1.2,1.228,1
1.265,2.471,2.452,2.452,3.133,5,5,1.095,5,1.044,1.029,1.052,1.27,1.272,5,0.569,0.556,0.567,0.582,0.603,1.25,1.233,1.218,1.272,1
1.28,1.29,2.466,2.467,3.137,5,5,1.074,5,1.026,1.01,1.033,1.251,1.256,5,0.563,0.55,0.561,0.582,0.597,1.269,1.252,1.237,1.269,1
1.298,1.314,2.48,2.481,3.139,5,5,1.056,5,1.008,0.992,0.995,1.236,1.232,0.755,0.561,0.544,0.555,0.573,0.591,1.284,1.27,1.255,1.27,2
1.313,1.348,2.494,2.495,3.17,3.168,5,1.041,5,0.989,0.974,0.976,1.214,1.216,0.712,0.551,0.538,0.551,0.573,0.584,1.302,1.285,1.273,1.288,2
1.332,1.367,2.509,2.51,3.179,3.177,5,1.022,5,0.971,0.955,0.959,1.195,1.197,0.684,0.545,0.532,0.542,0.568,0.575,1.324,1.307,1.292,1.311,2
1.353,1.414,2.523,1.423,3.166,3.183,5,1,5,0.952,0.937,0.953,1.176,1.175,0.669,0.539,0.525,0.536,0.561,0.572,1.343,1.325,1.31,1.325,2
1.367,1.428,2.537,2.538,3.191,3.189,5,0.982,2.669,0.934,0.919,0.932,1.161,1.154,0.658,0.532,0.519,0.529,3.23,0.565,1.361,1.343,1.328,1.343,2
1.449,1.416,2.551,1.457,3.18,3.194,5,0.966,5,0.918,0.902,0.901,1.141,1.136,0.655,0.53,0.514,0.52,1.57,0.559,1.378,1.361,1.345,1.353,2
1.391,1.429,2.562,2.562,3.195,3.202,5,0.956,2.664,0.904,0.888,0.886,1.129,1.122,5,0.526,0.509,0.515,3.244,0.554,1.394,1.379,1.36,1.371,2
1.381,1.626,1.441,2.568,3.193,3.206,5,5,5,0.907,0.883,0.88,0.905,1.114,1.132,0.533,0.505,0.506,0.524,0.546,1.408,1.389,1.366,1.37,2
1.378,1.62,1.433,2.567,3.268,3.203,5,5,5,5,0.889,0.882,0.902,1.114,0.57,0.561,0.504,0.504,0.517,1.553,1.537,1.475,1.364,1.364,2
1.375,1.61,1.426,2.565,3.198,3.203,5,5,5,5,0.892,0.885,0.904,1.114,0.568,1.476,0.505,0.504,0.518,1.557,1.538,1.469,1.362,1.361,2
1.373,1.612,1.425,2.564,3.197,3.203,5,5,5,5,0.894,0.886,0.906,1.118,0.565,1.477,0.505,0.505,0.518,0.641,1.537,1.468,1.36,1.36,2
1.373,1.606,1.424,2.564,3.194,3.203,5,5,5,5,0.894,0.887,0.906,1.115,5,1.479,0.505,0.505,0.518,0.641,0.592,1.471,1.364,1.36,2
